comments_interaction,dlrp,family,iuphar,multidata_name_1,multidata_name_2,score_1,score_2,source
,False,,False,P68366,P61981,,,HPRD
,False,,False,O95467,P34998,,,Ramilowski2015
,False,,False,P08238,P10636,,,IntAct
,False,,False,P35968,P49767,,,PhosphoPoint
,False,,False,P17301,P21926,,,HPRD;MPPI
,False,,False,Q16539,P49841,,,Signor
,False,,False,P09603,P07333,,,DIP;HPRD;IntAct
,False,,False,P49913,P22612,,,SignaLink3
,False,,False,P02751,P31431,,,KEGG;Signor;Wang
,False,,False,Q9Y219,Q9UM47,,,Wang
,False,,False,P78509,P98155,,,Signor
,False,,False,P48736,P07951,,,HPRD-phos;MIMP
,False,,False,P07355,Q8NBP7,,,IntAct
,False,,False,Q14332,Q01974,,,HPRD
,False,,False,Q9Y2C9,Q9NYK1,,,Signor
,False,,False,Q15848,P07307,,,CellPhoneDB;IntAct
,False,,False,P05129,P07900,,,MIMP;PhosphoSite;PhosphoSite_dir;PhosphoSite_noref
,False,,False,P17612,P27986,,,PhosphoSite;PhosphoSite_dir
,False,,False,Q13464,Q9UPT6,,,Signor
,False,,False,Q9Y264,Q02763,,,CellPhoneDB;Ramilowski2015
,False,,False,P40933,P05067,,,SignaLink3
,False,,False,P49767,P11362,,,Signor
,False,,False,Q9UL62,Q9Y210,,,TRIP
,False,,False,P10586,P06213,,,Adhesome;KEGG;Signor;Wang
,False,,False,P25391,P26012,,,HPMR;Ramilowski2015
,False,,False,O75330,P55290,,,IntAct
,False,,False,P05997,Q08345,,,Ramilowski2015
,False,,False,P01116,O00329,,,Signor
,False,,False,P11309,Q9UNH7,,,PhosphoPoint
,False,,False,Q9UP38,P04628,,,ACSN
,False,,False,P63244,P07437,,,HPRD
,False,,False,P09429,P17676,,,HPRD
,False,,False,P05231,P08887,,,KEGG;SignaLink3;Signor
,False,,False,P50148,Q9P212,,,Signor
,False,,False,Q9NR97,Q15399,,,Signor
,False,,False,P09429,O00206,,,HPRD;IntAct
,False,,False,Q16512,P08670,,,Wang
,False,,False,Q96H20,Q96FZ7,,,Wang
,False,,False,P60709,P16871,,,InnateDB
,False,,False,Q16288,Q05655,,,Wang
,False,,False,P23946,P03956,,,HPRD-phos
,False,,False,P52797,P54762,,,Ramilowski2015
,False,,False,P60953,Q9Y5S2,,,IntAct
,False,,False,P62258,O43521,,,Signor
,False,,False,P03956,P02775,,,InnateDB
,False,,False,P52735,P00533,,,Signor
,False,,False,Q05397,Q9H5V8,,,MIMP
,False,,False,P46531,P04628,,,SPIKE
,False,,False,O00217,P49821,,,ACSN
,False,,False,P09769,Q03405,,,PhosphoPoint
,False,,False,Q13153,Q99661,,,Signor
,False,,False,P04049,P15056,,,SignaLink3;Wang
,False,,False,Q12866,P62993,,,Signor
,False,,False,P19174,P52735,,,Adhesome
,False,,False,P05771,P28329,,,Signor
,False,,False,Q99759,Q9H3G5,,,IntAct
,False,,False,O43353,P45983,,,KEGG;Macrophage;Wang
,False,,False,Q15654,Q99706,,,IntAct
,False,,False,P17252,P19021,,,HPRD-phos;MIMP;PhosphoPoint
,False,,False,Q04206,Q14145,,,BioGRID;InnateDB;IntAct
,False,,False,P68366,Q99460,,,BioGRID
,False,,False,Q9GZP0,P54764,,,Signor
,False,,False,Q9NP95,Q8IWU2,,,Signor
,False,,False,P23229,P08865,,,Wang
,False,,False,O95786,Q14790,,,SignaLink3
,False,,False,P00533,Q02790,,,IntAct
,False,,False,Q9NYJ8,Q96EX3,,,BioGRID;InnateDB
,False,,False,P00519,Q05655,,,SPIKE
,False,,False,P00519,P20936,,,Adhesome;HPRD
,False,,False,P18031,P07384,,,Adhesome
,False,,False,P01138,P08069,,,Signor
,False,,False,O60258,P07949,,,Signor
,False,,False,O00141,P49411,,,IntAct
,False,,False,P14780,P80162,,,SignaLink3
,False,,False,P60484,Q9UNA1,,,Adhesome
,False,,False,P35579,P61073,,,HPRD;IntAct
,False,,False,P50750,P49768,,,MIMP
,False,,False,P15153,P04839,,,ACSN
,False,,False,P60709,P18206,,,ACSN;Wang
,False,,False,Q13797,P05556,,,Wang
,False,,False,P27361,P33076,,,MIMP;PhosphoSite;PhosphoSite_dir
,False,,False,P31749,P50750,,,Wang
,False,,False,Q8NES3,Q04721,,,Signor;Wang
,False,,False,P22681,P29317,,,ACSN
,False,,False,P06241,Q04759,,,Signor;Wang
,False,,False,P41221,O75084,,,Signor;Wang
,False,,False,P30281,P11802,,,BioGRID;DIP;HPRD;IntAct
,False,,False,P49768,P12814,,,IntAct
,False,,False,P01135,P35590,,,Signor
,False,,False,O95977,P63096,,,KEGG
,False,,False,P31749,Q04912,,,HPRD
,False,,False,Q13467,O14640,,,Signor;Wang
,False,,False,Q07812,P02511,,,BioGRID
,False,,False,P05771,Q96PH1,,,MIMP;PhosphoSite;PhosphoSite_dir;PhosphoSite_noref
,False,,False,O60353,Q9ULT6,,,IntAct
,False,,False,Q14204,Q9BVA0,,,BioGRID
,False,,False,P06239,P20936,,,HPRD-phos;MIMP;PhosphoPoint
,False,,False,P11233,Q15311,,,CA1;KEGG;Wang
,False,,False,P0DP23,P16871,,,InnateDB
,False,,False,Q9UK05,P37023,,,Ramilowski2015;Wang
,False,,False,P20151,P05154,,,HPRD-phos
,False,,False,Q13153,Q15052,,,Wang
,False,,False,P27986,Q92835,,,BioGRID;InnateDB
,False,,False,P00533,P41240,,,BioGRID;DOMINO;IntAct
,False,,False,Q14289,O43561,,,PhosphoSite;PhosphoSite_dir
,False,,False,P49767,P35968,,,Signor;Wang
,False,,False,P14921,O94813,,,IntAct
,False,,False,P50148,O95136,,,HPRD
,False,,False,P07948,Q96B97,,,Adhesome;InnateDB
,False,,False,P17931,P04114,,,InnateDB
,False,,False,P00533,P17252,,,BioGRID;CancerCellMap;HPRD;IntAct
,False,,False,P51681,P61073,,,Wang
,False,,False,P56705,O75197,,,ACSN
,False,,False,P60953,P06702,,,IntAct
,False,,False,P06396,Q9UKE5,,,HPRD
,False,,False,O15123,Q13308,,,Signor
,False,,False,P04628,P34925,,,CellPhoneDB;InnateDB-All;Ramilowski2015
,False,,False,P13569,P40879,,,InnateDB
,False,,False,Q16539,P49023,,,MIMP;SignaLink3
,False,,False,P40189,Q99650,,,Wang
,False,,False,O43306,P49913,,,SignaLink3
,False,,False,P14373,Q9P289,,,IntAct
,False,,False,Q14204,P62330,,,IntAct
,False,,False,P04233,P61073,,,Signor
,False,,False,P33151,Q9NPB6,,,HPRD;InnateDB;IntAct
,False,,False,P12931,P07737,,,MIMP
,False,,False,Q9C0H9,Q96SB3,,,BioGRID
,False,,False,P26006,P41240,,,Adhesome;Wang
,False,,False,P25054,P48729,,,ACSN
,False,,False,P07947,P15529,,,HPRD-phos;MIMP;PhosphoPoint
,False,,False,P31751,Q13370,,,Signor;Wang
,False,,False,P14416,Q92633,,,IntAct
,False,,False,O60260,P07900,,,BioGRID
,False,,False,O43914,Q9NP99,,,CellPhoneDB;HPRD;InnateDB;IntAct
,False,,False,P00533,P00519,,,Wang
,False,,False,P07942,P12109,,,HPRD
,False,,False,P63244,Q9NWQ8,,,IntAct
,False,,False,Q12913,O43561,,,Signor;Wang
,False,,False,P10809,P46939,,,IntAct
,False,,False,P14416,Q96BI3,,,IntAct
,False,,False,Q15831,Q7KZI7,,,MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite;PhosphoSite_dir;dbPTM;phosphoELM
,False,,False,Q9Y2X7,P19174,,,Signor
,False,,False,Q08209,P13861,,,DEPOD
,False,,False,P62993,Q06124,,,SignaLink3;Wang
,False,,False,Q9UQM7,Q86UR5,,,Signor
,False,,False,P12814,P05106,,,Adhesome
,False,,False,O15294,O60502,,,BioGRID
,False,,False,O00144,Q9H1J7,,,ACSN
,False,,False,O60488,Q9UL01,,,IntAct
,False,,False,P49841,Q9HB09,,,MIMP;PhosphoSite;PhosphoSite_dir
,False,,False,P12931,Q14118,,,Wang
,False,,False,P05305,P08473,,,HPRD
,False,,False,P18433,P56945,,,DEPOD
,False,,False,P56706,Q9ULW2,,,CellPhoneDB;HPMR;Ramilowski2015
,False,,False,P32246,Q16627,,,DIP;HPRD;InnateDB
,False,,False,Q96QT4,P04083,,,Signor
,False,,False,P12931,P17252,,,Adhesome;Wang
,False,,False,P12956,Q9BTW9,,,HPRD;IntAct
,False,,False,P00742,P35237,,,HPRD
,False,,False,Q9Y6F9,O60353,,,Signor
,False,,False,P0DP25,P16871,,,InnateDB
,False,,False,O75888,P25445,,,CellPhoneDB;InnateDB-All;Ramilowski2015
,False,,False,P35579,P60660,,,BioGRID
,False,,False,P12830,P22223,,,ACSN
,False,,False,P60709,P17252,,,Adhesome
,False,,False,P00734,P50452,,,HPRD
,False,,False,Q00839,P46777,,,BioGRID
,False,,False,P04085,P08069,,,Signor;Wang
,False,,False,P00533,Q02246,,,IntAct
,False,,False,Q01344,P32927,,,SignaLink3
,False,,False,P10415,P42574,,,KEGG
,False,,False,Q13554,P17612,,,Wang
,False,,False,P60953,P62829,,,IntAct
,False,,False,P28482,P45983,,,Wang
,False,,False,P63000,P52757,,,BioGRID;HPRD;IntAct
,False,,False,Q9Y2Z9,O75781,,,IntAct
,False,,False,P51692,P40763,,,CancerCellMap;HPRD;InnateDB;IntAct
,False,,False,P05129,P28329,,,Signor
,False,,False,O00463,Q9NS68,,,HPRD;IntAct
,False,,False,O15520,P11362,,,Signor
,False,,False,P48729,P55957,,,HPRD
,False,,False,P03951,P08697,,,HPRD
,False,,False,P15692,P49763,,,BioGRID;DIP;HPRD;IntAct
,False,,False,P02766,Q15109,,,CellPhoneDB;MINT
,False,,False,P37173,P36897,,,BioGRID;CellPhoneDB;DIP;HPMR;HPRD;InnateDB
,False,,False,Q9H1Y0,P62191,,,IntAct
,False,,False,P00533,P27986,,,BioGRID;DOMINO;HPRD;IntAct
,False,,False,P00519,P15941,,,BioGRID;DOMINO;HPRD;IntAct
,False,,False,P52798,Q15375,,,Signor
,False,,False,Q92574,Q00994,,,BioGRID;InnateDB;IntAct
,False,,False,P17612,P05556,,,Adhesome
,False,,False,P23443,P28482,,,PhosphoPoint
,False,,False,P12931,O15357,,,Adhesome;HPRD
,False,,False,P04083,P21980,,,HPRD
,False,,False,Q08209,P62942,,,HPRD
,False,,False,Q14344,P35222,,,ACSN
,False,,False,Q05397,Q08722,,,Adhesome;HPRD
,False,,False,P48651,Q6NYC1,,,HPMR;Ramilowski2015
,False,,False,Q99759,P08754,,,PhosphoPoint
,False,,False,P50148,P50897,,,IntAct
,False,,False,P48039,P49286,,,HPRD;IntAct
,False,,False,P18206,P07384,,,Adhesome
,False,,False,P10721,P19174,,,ACSN;PhosphoPoint;Wang
,False,,False,P46940,P28482,,,KEGG;Wang
,False,,False,P25942,Q13114,,,Signor
,False,,False,P62195,P43686,,,BioGRID;HPRD;IntAct;Macrophage
,False,,False,P30049,P48047,,,ACSN
,False,,False,Q00535,P11831,,,Wang
,False,,False,P08571,P60033,,,InnateDB
,False,,False,P24385,P11802,,,ACSN;SignaLink3
,False,,False,Q14289,Q14511,,,PhosphoPoint
,False,,False,P00533,P32121,,,BioGRID;IntAct
,False,,False,P12314,P04196,,,HPRD
,False,,False,P00533,Q06124,,,BioGRID;CancerCellMap;DOMINO;HPRD;InnateDB;IntAct
,False,,False,P00533,P08575,,,IntAct
,False,,False,Q8WZ42,P13929,,,IntAct
,False,,False,P49407,O14920,,,SignaLink3
,False,,False,P07550,P02686,,,IntAct
,False,,False,Q6UWE0,Q9Y385,,,IntAct
,False,,False,Q07889,Q9BX66,,,Adhesome
,False,,False,P21860,O43374,,,HPRD;IntAct
,False,,False,P40692,Q15080,,,IntAct
,False,,False,P30279,P11802,,,SPIKE
,False,,False,Q71U36,P12931,,,Li2012
,False,,False,O75962,P61586,,,Adhesome;Wang
,False,,False,P23560,Q14703,,,HPRD
,False,,False,P16452,P17020,,,IntAct
,False,,False,P02751,P49023,,,IntAct
,False,,False,P43405,P05106,,,Li2012;MIMP;phosphoELM
,False,,False,P12956,Q9NY59,,,IntAct
,False,,False,O75197,Q9H461,,,HPRD
,False,,False,O60346,P31749,,,Signor
,False,,False,Q15648,Q9NVC6,,,BioGRID
,False,,False,P31749,P31947,,,ACSN
,False,,False,P63000,P61586,,,Adhesome
,False,,False,P08865,P24043,,,HPRD
,False,,False,P16871,P28482,,,SignaLink3
,False,,False,P06493,Q9UM11,,,ACSN;MIMP
,False,,False,P28482,Q86UR1,,,Signor
,False,,False,P32418,P56539,,,HPRD
,False,,False,Q9NSA1,P00533,,,Signor;Wang
,False,,False,Q9Y572,Q9ULV4,,,PhosphoPoint
,False,,False,P01344,P08581,,,Signor
,False,,False,P27361,Q15262,,,IntAct
,False,,False,P35442,P23229,,,Wang
,False,,False,P06239,Q04759,,,Wang
,False,,False,P01303,Q9UBU3,,,HPRD
,False,,False,O43318,P17844,,,PhosphoPoint
,False,,False,P01730,P06127,,,HPRD
,False,,False,P0DP25,Q13557,,,ACSN;Wang
,False,,False,P05556,P12931,,,Adhesome;KEGG;Wang
,False,,False,Q8IZP0,Q96B97,,,Adhesome
,False,,False,Q00535,Q15078,,,BioGRID;DIP;ELM;HPRD;IntAct
,False,,False,Q92934,P55061,,,MPPI
,False,,False,Q8WXG6,P23467,,,IntAct
,False,,False,P10809,P05556,,,HPRD
,False,,False,P61981,P49815,,,ACSN;SignaLink3
,False,,False,P23946,P01011,,,HPRD
,False,,False,Q00535,Q9NXR1,,,PhosphoSite;PhosphoSite_dir
,False,,False,Q14457,P46934,,,BioGRID
,False,,False,P56817,P07550,,,IntAct
,False,,False,Q9Y6F9,Q14332,,,Signor;Wang
,False,,False,P24666,P31749,,,DEPOD
,False,,False,P05067,O75553,,,BioGRID;ELM;HPRD;LMPID
,False,,False,P62942,P05067,,,InnateDB
,False,,False,P06493,Q9BQQ3,,,PhosphoPoint
,False,,False,Q92882,P22681,,,Wang
,False,,False,P84095,Q99819,,,HPRD
,False,,False,Q6P0Q8,P60484,,,PhosphoPoint
,False,,False,P58753,Q9NYJ8,,,InnateDB
,False,,False,Q7Z7A4,P05771,,,PhosphoNetworks
,False,,False,P06493,P24522,,,ACSN;PhosphoPoint
,False,,False,Q8IZP0,Q00534,,,IntAct
,False,,False,O75140,Q12980,,,BioGRID
,False,,False,P00533,P78527,,,IntAct
,False,,False,P18031,P46108,,,DEPOD
,False,,False,P21860,O60674,,,Wang
,False,,False,P21709,P09038,,,ACSN
,False,,False,P05129,P49768,,,Signor
,False,,False,P19086,Q08828,,,CA1;Wang
,False,,False,Q9BUZ4,P52732,,,InnateDB
,False,,False,Q04912,P09958,,,IntAct
,False,,False,P63000,P14598,,,Wang
,False,,False,Q16537,P67775,,,ACSN
,False,,False,P63244,Q9UKV8,,,IntAct
,False,,False,P04899,Q9NPQ8,,,BioGRID;HPRD
,False,,False,P35813,Q13936,,,Wang
,False,,False,P00533,O43707,,,BioGRID;IntAct
,False,,False,P01308,Q04912,,,Signor
,False,,False,O00626,P32248,,,Wang
,False,,False,O15105,P62136,,,Wang
,False,,False,P49792,O95398,,,BioGRID
,False,,False,P10721,O15524,,,BioGRID;CancerCellMap;HPRD
,False,,False,P35609,Q8WXI8,,,IntAct
,False,,False,O75955,P20701,,,InnateDB
,False,,False,Q13444,Q13797,,,Ramilowski2015
,False,,False,O75326,O60486,,,Signor;Wang
,False,,False,Q8NBP7,P01130,,,KEGG
,False,,False,Q9Y243,P09601,,,Signor
,False,,False,O43181,O43678,,,ACSN
,False,,False,Q92876,P37840,,,Wang
,False,,False,P19224,P22310,,,IntAct
,False,,False,Q05655,P28482,,,KEGG
,False,,False,Q14318,P42345,,,SPIKE;Signor
,False,,False,Q14790,P25445,,,SignaLink3;Wang
,False,,False,P11274,Q9UDY2,,,PhosphoPoint
,False,,False,P17612,Q14155,,,MIMP
,False,,False,P22681,P13569,,,BioGRID
,False,,False,P30411,Q6ZMQ8,,,IntAct
,False,,False,P42574,P31749,,,ACSN;HPRD-phos
,False,,False,P12931,Q14790,,,MIMP;PhosphoSite_dir;PhosphoSite_noref
,False,,False,Q9H2A7,O00574,,,HPRD
,False,,False,P48357,P23458,,,SignaLink3;Wang
,False,,False,Q13224,P08575,,,IntAct
,False,,False,P01275,P48546,,,DIP;IntAct
,False,,False,P07949,Q05397,,,HPRD;IntAct
,False,,False,P25788,P62333,,,BioGRID;Macrophage
,False,,False,P22681,P43403,,,BioGRID;DIP;HPRD;IntAct;LMPID
,False,,False,P56705,O75581,,,ACSN
,False,,False,P12821,P30411,,,Ramilowski2015
,False,,False,P28482,Q15700,,,MIMP;PhosphoSite;PhosphoSite_dir
,False,,False,P15391,P00519,,,HPRD
,False,,False,Q99759,P36776,,,PhosphoPoint
,False,,False,Q07889,P29350,,,Adhesome;HPRD
,False,,False,P53779,P05067,,,MIMP;dbPTM
,False,,False,P01344,P35916,,,Signor
,False,,False,P49841,P32456,,,IntAct
,False,,False,O00463,P25942,,,Wang
,False,,False,O43242,P28062,,,Wang
,False,,False,P55040,O00217,,,IntAct
,False,,False,P06493,P06748,,,Signor
,False,,False,P12643,O00238,,,BioGRID;HPRD;IntAct
,False,,False,P62879,Q08462,,,CA1
,False,,False,P28482,Q9GZM8,,,MIMP;dbPTM
,False,,False,Q9Y258,P32246,,,CellPhoneDB;Ramilowski2015;SignaLink3
,False,,False,P08581,P14210,,,Wang
,False,,False,P05067,Q13564,,,BioGRID;HPRD
,False,,False,P52797,P11362,,,Signor
,False,,False,P67775,P49023,,,Adhesome;HPRD
,False,,False,Q9Y446,Q9UI47,,,IntAct
,False,,False,P50750,P19838,,,HPRD;InnateDB
,False,,False,P46108,Q18PE1,,,IntAct
,False,,False,P50454,Q5T4S7,,,IntAct
,False,,False,O15392,Q9NR09,,,HPRD
,False,,False,P12034,P22455,,,CellPhoneDB;IntAct;Ramilowski2015;Wang
,False,,False,Q13480,P46108,,,Adhesome;KEGG
,False,,False,P08754,Q86YR5,,,BioGRID;InnateDB
,False,,False,P61020,Q5S007,,,BioGRID;IntAct
,False,,False,Q8IYU2,O75051,,,HPRD
,False,,False,Q9Y265,P27708,,,Wang
,False,,False,P34130,Q8IWU2,,,Signor
,False,,False,P28329,P08912,,,Wang
,False,,False,Q01968,Q13636,,,IntAct
,False,,False,P00533,O14964,,,BioGRID;HPRD;IntAct
,False,,False,P07550,O95467,,,KEGG;Wang
,False,,False,P12931,P19367,,,PhosphoSite_dir;PhosphoSite_noref
,False,,False,P05129,Q06481,,,MIMP
,False,,False,P04626,P50052,,,PhosphoPoint
,False,,False,Q02750,P31946,,,Wang
,False,,False,P01023,P55001,,,MatrixDB
,False,,False,P08069,P22681,,,BioGRID;HPRD
,False,,False,P58400,Q9UPN3,,,HPRD
,False,,False,Q15118,Q13153,,,MIMP
,False,,False,O15530,P07900,,,HPRD
,False,,False,Q15382,P15056,,,HPRD-phos;MIMP;SignaLink3
,False,,False,Q9NRA1,P34925,,,Signor
,False,,False,O14544,P62820,,,BioGRID
,False,,False,P07949,P46934,,,BioGRID
,False,,False,P17948,P07947,,,PhosphoPoint
,False,,True,Q8WXF3,Q9HBX9,,,CellPhoneDB;Guide2Pharma;Guide2Pharma_CP;Ramilowski2015
,False,,False,P17252,P04004,,,MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_dir;PhosphoSite_noref
,False,,False,Q05655,P04792,,,BioGRID
,False,,False,P18206,Q9BX66,,,Wang
,False,,False,P26717,Q13241,,,BioGRID;CellPhoneDB;HPMR;HPRD;InnateDB
,False,,False,P31371,P35590,,,Signor
,False,,False,P20963,O14931,,,CellPhoneDB;HPRD;IntAct
,False,,False,P06241,P16410,,,Wang
,False,,False,Q8TEW0,P57087,,,Wang
,False,,False,Q13114,Q92734,,,InnateDB
,False,,False,P00533,P08238,,,BioGRID;IntAct
,False,,False,Q9NQ38,Q9P0G3,,,InnateDB
,False,,False,P17612,P24385,,,HPRD-phos;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_dir;PhosphoSite_noref
,False,,False,P01112,O95267,,,ACSN
,False,,False,P00519,P01024,,,HPRD
,False,,False,P01588,P19235,,,KEGG;SPIKE;SignaLink3
,False,,False,P17302,Q02156,,,HPRD
,False,,False,Q7Z7A4,P05771,,,Wang
,False,,False,Q8WYL5,O15144,,,Adhesome
,False,,False,Q9C004,P04049,,,SignaLink3
,False,,False,P00519,O43639,,,Adhesome
,False,,False,P12931,P49023,,,Adhesome;Wang
,False,,False,P16871,O14618,,,SignaLink3
,False,,False,P58753,O75569,,,HPRD
,False,,False,Q15831,Q13153,,,MIMP
,False,,False,P34947,P51681,,,Wang
,False,,False,P35568,O43639,,,Wang
,False,,False,P04792,Q15057,,,IntAct
,False,,False,Q5S007,Q92963,,,IntAct
,False,,False,P17252,P18206,,,Adhesome;HPRD
,False,,False,O00238,Q9H4E5,,,HPRD
,False,,False,P62834,P51531,,,SignaLink3
,False,,False,P56945,Q9HBL0,,,Adhesome
,False,,False,Q9UKW4,P63000,,,Adhesome;KEGG;Wang
,False,,False,P07948,P42680,,,HPRD
,False,,False,P10721,O75815,,,IntAct
,False,,False,P49841,Q16635,,,BioGRID
,False,,False,Q9UBD9,O75462,,,HPMR;Ramilowski2015
,False,,False,O75159,P00533,,,SignaLink3
,False,,False,P17612,P22681,,,PhosphoNetworks
,False,,False,P32942,P05107,,,Ramilowski2015
,False,,False,P23528,P16871,,,InnateDB
,False,,False,P29992,P25101,,,ACSN
,False,,False,P11021,Q99497,,,BioGRID
,False,,False,P42336,Q14289,,,Adhesome
,False,,False,Q9BQ95,P03905,,,ACSN
,False,,False,Q03135,P03372,,,BioGRID;HPRD;IntAct
,False,,False,P21583,P08581,,,Signor
,False,,False,P62258,P0CG47,,,InnateDB
,False,,False,P06241,Q14185,,,Adhesome;DOMINO;IntAct
,False,,False,P18084,Q13352,,,Adhesome;HPRD
,False,,False,O94776,P03372,,,BioGRID
,False,,False,Q02742,Q9H4A6,,,IntAct
,False,,False,P78368,P35222,,,MIMP;PhosphoPoint
,False,,False,Q96LC7,P29350,,,SignaLink3;Wang
,False,,False,O14641,Q5S007,,,BioGRID;IntAct
,False,,False,O15144,P60709,,,Wang
,False,,False,O95140,Q5S007,,,IntAct
,False,,False,Q03135,P05556,,,Adhesome
,False,,False,P02647,P54750,,,HPRD
,False,,False,P00533,P60174,,,IntAct
,False,,False,O60258,Q16620,,,Signor
,False,,False,Q05397,P35568,,,Adhesome;BioGRID;CA1;HPRD
,False,,False,P14923,Q14574,,,ACSN
,False,,False,Q13480,Q07021,,,HPRD
,False,,False,Q15046,P41252,,,BioGRID
,False,,False,P60709,Q0ZGT2,,,Wang
,False,,False,P01375,P19438,,,CellPhoneDB;HPMR;Ramilowski2015;Wang
,False,,False,P14923,P32926,,,ACSN
,False,,False,Q9H1J7,O75581,,,Signor
,False,,False,P48736,Q5UE93,,,BioGRID
,False,,False,P25116,P63096,,,Signor
,False,,False,P09619,P60484,,,Wang
,False,,False,P22681,P01111,,,ACSN
,False,,False,P27361,Q92574,,,ACSN
,False,,False,P52797,P09619,,,Signor
,False,,False,P23229,Q13443,,,HPRD
,False,,False,Q13393,P17252,,,Adhesome;Wang
,False,,False,P08254,P13500,,,HPRD-phos
,False,,False,P51674,P35372,,,Wang
,False,,False,P67775,P84022,,,Signor
,False,,False,Q9Y572,P0CG47,,,PhosphoPoint
,False,,False,Q02790,P62942,,,HPRD
,False,,False,P05546,P00734,,,KEGG;Wang
,False,,False,O00571,Q15003,,,IntAct
,False,,False,P19174,P15498,,,Adhesome;Wang
,False,,False,P08648,P18084,,,Wang
,False,,False,P15692,P22105,,,HPRD
,False,,False,P26010,P17252,,,Wang
,False,,False,P0CG48,Q16342,,,IntAct
,False,,False,P10586,P35568,,,Adhesome;HPRD
,False,,False,O75962,P10586,,,PhosphoPoint
,False,,False,P22309,P22310,,,IntAct
,False,,False,P27361,P36507,,,ACSN;PhosphoPoint
,False,,False,P42771,P63261,,,BioGRID
,False,,False,Q14289,Q13017,,,PhosphoPoint
,False,,False,Q92633,P63096,,,KEGG;Signor
,False,,False,O15455,P08571,,,HPRD;InnateDB
,False,,False,P30101,P27824,,,HPRD
,False,,False,Q9Y6N8,Q9ULB4,,,HPRD
,False,,False,P62993,P49768,,,InnateDB
,False,,False,P14416,Q13530,,,IntAct
,False,,False,Q14192,P18084,,,Wang
,False,,False,P04114,O00182,,,InnateDB
,False,,False,Q12933,Q02223,,,HPRD
,False,,False,P27037,P18075,,,PhosphoPoint
,False,,False,P21246,P18827,,,Ramilowski2015
,False,,False,P16619,P27487,,,HPRD
,False,,False,P17612,P10071,,,ACSN;MIMP;PhosphoSite;PhosphoSite_dir;PhosphoSite_noref
,False,,False,Q8WZ75,Q8N8S7,,,HPRD
,False,,False,P16234,P62993,,,KEGG;Signor;Wang
,False,,False,Q05655,Q15080,,,Signor
,False,,False,P00519,P10636,,,HPRD-phos;MIMP;PhosphoPoint;SPIKE
,False,,False,O14640,O14641,,,BioGRID
,False,,False,P63244,P06213,,,Adhesome;HPRD;InnateDB
,False,,False,P31749,Q5T1C6,,,PhosphoPoint
,False,,False,Q16539,P19634,,,HPRD
,False,,False,Q9ULV1,O14641,,,CancerCellMap;HPRD
,False,,False,P32121,P14618,,,BioGRID;IntAct
,False,,False,P08581,Q9H6Q3,,,IntAct
,False,,False,P78310,Q86YT9,,,IntAct
,False,,False,P27361,P32121,,,PhosphoSite_dir;PhosphoSite_noref
,False,,False,P08670,O95990,,,HPRD;IntAct
,False,,False,Q02156,Q99418,,,MIMP
,False,,False,P52798,P34925,,,Signor
,False,,False,Q9GZP0,P29320,,,Signor
,False,,False,Q9GZV9,P22607,,,Signor;Wang
,False,,False,Q15003,Q12879,,,Wang
,False,,False,P17612,P19838,,,CA1;Signor;Wang
,False,,False,O75489,O43676,,,BioGRID
,False,,False,Q9NYQ7,Q9UH65,,,HPRD;IntAct
,False,,False,P35222,O14920,,,SignaLink3
,False,,False,P46108,P49023,,,Adhesome;BioGRID;CA1;HPRD;IntAct
,False,,False,Q9HBL0,P42336,,,Wang
,False,,False,P06241,P06127,,,Wang
,False,,False,P07900,P0CG47,,,InnateDB
,False,,False,P08620,Q16832,,,Signor
,False,,False,P18084,Q9Y490,,,Wang
,False,,False,Q13873,P12644,,,PhosphoPoint
,False,,False,P63244,O43184,,,CellPhoneDB
,False,,False,O60674,P35568,,,Wang
,False,,False,P17612,P33076,,,HPRD-phos;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_dir;PhosphoSite_noref
,False,,False,P15336,P27361,,,ACSN;SignaLink3
,False,,False,P53041,P07900,,,BioGRID;HPRD;IntAct
,False,,False,P07948,P07333,,,HPRD
,False,,False,P50454,Q5H8A4,,,IntAct
,False,,False,P34947,P30518,,,HPRD
,False,,False,Q9UKE5,Q9BXJ9,,,IntAct
,False,,False,P42574,P60953,,,HPRD;IntAct
,False,,False,P0DP23,P20020,,,CA1;Wang
,False,,False,O15530,P42336,,,Adhesome
,False,,False,P05230,P08581,,,Signor;Wang
,False,,False,P30530,Q63HR2,,,SignaLink3
,False,,False,P61586,P26038,,,Adhesome
,False,,False,Q9Y264,Q02763,,,Signor
,False,,False,P05129,P05107,,,MIMP
,False,,False,O60674,P42680,,,PhosphoPoint
,False,,False,P29323,P55196,,,DOMINO;HPRD;IntAct
,False,,False,P40763,P41597,,,SignaLink3
,False,,False,P30556,P28482,,,InnateDB
,False,,False,Q13464,P42574,,,ELM;HPRD
,False,,False,Q13164,Q15256,,,Wang
,False,,False,P28482,Q15256,,,MIMP;PhosphoPoint
,False,,False,P05067,Q9H0B6,,,InnateDB
,False,,False,P11274,P18031,,,Li2012;PhosphoPoint
,False,,False,Q9BT40,P11217,,,IntAct
,False,,False,P46109,P27986,,,Wang
