comments_interaction,dlrp,family,iuphar,multidata_name_1,multidata_name_2,score_1,score_2,source
,False,,False,Q08554,Q14126,,,ACSN
,False,,False,O14920,P27448,,,IntAct
,False,,False,P11802,P14618,,,PhosphoNetworks
,False,,False,Q15831,P05093,,,IntAct
,False,,False,P0CG48,P00519,,,BioGRID
,False,,False,Q9Y446,Q14126,,,ACSN
,False,,False,Q9NYB9,Q8N8S7,,,Adhesome;BioGRID;HPRD
,False,,False,P33527,O15439,,,BioGRID
,False,,False,Q9Y572,P38646,,,PhosphoPoint
,False,,False,P10301,P29323,,,HPRD
,False,,False,Q08043,P78352,,,CA1
,False,,False,P27361,P07948,,,PhosphoPoint
,False,,False,Q00535,P52732,,,MIMP
,False,,False,P43405,Q15139,,,Wang
,False,,False,Q9UQM7,P28329,,,Signor
,False,,False,P49765,Q01974,,,Signor
,False,,False,P26038,P13598,,,HPRD
,False,,False,Q07157,O95049,,,ACSN
,False,,False,P00734,P03951,,,Wang
,False,,False,P28482,Q01196,,,MIMP
,False,,False,P20783,P23560,,,Wang
,False,,False,P17252,P31431,,,MIMP;PhosphoPoint
,False,,False,P08123,P09486,,,HPRD
,False,,False,P04899,P50052,,,HPRD
,False,,False,O14493,P09758,,,IntAct
,False,,False,P62258,P22626,,,InnateDB
,False,,False,Q9H0B6,Q12840,,,BioGRID
,False,,False,P05129,P10636,,,MIMP;PhosphoSite;PhosphoSite_dir
,False,,False,P20827,Q9UM73,,,Signor
,False,,False,P27361,Q15648,,,MIMP;PhosphoNetworks;PhosphoSite_dir;PhosphoSite_noref;phosphoELM
,False,,False,Q14790,P10451,,,IntAct
,False,,False,P30153,Q16537,,,ACSN;Wang
,False,,False,P21912,Q8WYR1,,,IntAct
,False,,False,Q92918,Q16584,,,SignaLink3;Signor;Wang
,False,,False,Q16513,O15530,,,SignaLink3
,False,,False,O95750,P21709,,,Signor
,False,,False,P26927,Q9Y5Y6,,,IntAct
,False,,False,Q15382,Q14318,,,SPIKE;Signor
,False,,False,P35968,P46108,,,PhosphoPoint
,False,,False,Q07912,P51690,,,HPRD;IntAct
,False,,False,P63000,P14778,,,SignaLink3
,False,,False,P09038,P22455,,,Signor
,False,,False,P12931,P20273,,,Li2012
,False,,False,Q13464,O60237,,,Signor;Wang
,False,,False,P29350,P15498,,,Adhesome;HPRD
,False,,False,Q8TEW0,Q9Y624,,,BioGRID;DOMINO;HPRD;InnateDB;IntAct;LMPID
,False,,False,P08631,Q99816,,,HPRD;IntAct
,False,,False,Q9GZP0,P29323,,,Signor
,False,,False,O14944,Q16620,,,Signor
,False,,False,P06239,P06127,,,DIP;HPRD
,False,,False,Q05513,P28329,,,HPRD
,False,,False,P19174,P31994,,,DOMINO;InnateDB;IntAct
,False,,False,Q9Y490,P49023,,,Wang
,False,,False,P17612,P05556,,,Adhesome;Wang
,False,,False,P10144,P08670,,,InnateDB
,False,,False,P05067,Q16820,,,IntAct
,False,,False,O14931,Q96DU3,,,IntAct
,False,,False,Q02763,Q9Y264,,,HPRD;IntAct
,False,,False,P49767,Q12866,,,Signor
,False,,False,Q00535,P40763,,,ACSN
,False,,False,O15530,Q16513,,,HPRD-phos;PhosphoPoint;PhosphoSite_dir;PhosphoSite_noref;SignaLink3;dbPTM;phosphoELM
,False,,False,P31321,P22694,,,Wang
,False,,False,Q14289,P20936,,,PhosphoPoint;Wang
,False,,False,P02649,O75197,,,HPMR;Ramilowski2015
,False,,False,Q12851,P29622,,,IntAct
,False,,False,P42574,Q99755,,,HPRD
,False,,False,P40337,O95267,,,IntAct
,False,,False,P04234,P09693,,,HPRD
,False,,False,P36507,Q9UHA4,,,ACSN;PhosphoPoint;Wang
,False,,False,P06493,P39748,,,Signor
,False,,False,P36897,P62942,,,Wang
,False,,False,P05771,P05107,,,MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_dir;phosphoELM
,False,,False,P46531,P48745,,,Wang
,False,,False,P08575,P41240,,,IntAct
,False,,False,P10747,P29459,,,HPRD
,False,,False,P78352,P12931,,,Wang
,False,,False,Q13158,Q05513,,,HPRD;InnateDB
,False,,False,P17252,O14920,,,MIMP
,False,,False,O00206,P14625,,,SignaLink3
,False,,False,P28482,P35568,,,SignaLink3;Signor
,False,,False,P56199,P25391,,,HPRD
,False,,False,P78536,P05556,,,Ramilowski2015
,False,,False,P20783,Q13308,,,Signor
,False,,False,P07384,Q15052,,,Wang
,False,,False,P49771,P35968,,,Signor
,False,,False,P00533,P29317,,,ACSN;PhosphoPoint
,False,,False,Q8IXJ6,P68366,,,HPRD
,False,,False,P16871,P40763,,,HPRD;InnateDB
,False,,False,Q9HC29,Q676U5,,,KEGG;Signor
,False,,False,P78423,P16144,,,IntAct
,False,,False,Q9UHI8,P13611,,,HPRD-phos
,False,,False,P36542,Q96H96,,,BioGRID
,False,,False,Q9HAW8,P22309,,,IntAct
,False,,False,P12830,P42574,,,ELM;HPRD;InnateDB;IntAct
,False,,False,Q12933,Q9NS68,,,HPRD;IntAct
,False,,False,P05556,P57735,,,HPRD
,False,,False,P84022,P35568,,,InnateDB
,False,,False,P05556,Q71U36,,,BioGRID
,False,,False,O00463,P40189,,,SignaLink3
,False,,False,P15514,P22607,,,Signor
,False,,False,P18669,Q13153,,,Wang
,False,,False,P08514,P02458,,,HPRD
,False,,False,Q99759,P04350,,,IntAct
,False,,False,O43915,P07333,,,Signor
,False,,False,P36897,Q53QZ3,,,HPRD
,False,,False,Q15831,Q8IV08,,,IntAct
,False,,False,P09104,Q16842,,,HPRD;IntAct
,False,,False,P00533,P25445,,,HPRD
,False,,False,O60260,P37840,,,Wang
,False,,False,P03372,P28482,,,SignaLink3
,False,,False,Q05655,P07948,,,PhosphoPoint
,False,,False,P09619,O60674,,,Li2012
,False,,False,P08865,P23396,,,Wang
,False,,False,P32004,P06756,,,Ramilowski2015
,False,,False,P14625,Q9HD67,,,IntAct
,False,,False,Q15118,P23443,,,HPRD-phos;MIMP;SignaLink3
,False,,False,P42574,Q04759,,,HPRD
,False,,False,P14210,P16070,,,CellPhoneDB;IntAct;Ramilowski2015
,False,,False,P02788,P19835,,,HPRD
,False,,False,P42575,P68104,,,IntAct
,False,,False,P01241,P39019,,,IntAct
,False,,False,Q03135,O75581,,,Signor
,False,,False,P31371,Q16832,,,Signor
,False,,False,Q9HC29,Q16539,,,SignaLink3
,False,,False,O95750,P54764,,,Signor
,False,,False,P18859,P48047,,,ACSN
,False,,False,P55957,P31946,,,HPRD;IntAct
,False,,False,P29475,Q8IYP9,,,BioGRID;HPRD
,False,,False,O15530,Q9Y2R2,,,IntAct
,False,,False,P00533,P19174,,,CA1;KEGG;SignaLink3;Signor
,False,,False,P49767,P36888,,,Signor
,False,,False,P00519,P15586,,,DOMINO;IntAct
,False,,False,Q13976,P04792,,,MIMP;PhosphoSite;PhosphoSite_dir;PhosphoSite_noref
,False,,False,P06493,Q10981,,,BioGRID
,False,,False,P10721,P09038,,,ACSN
,False,,False,P27797,Q9Y4K3,,,IntAct
,False,,False,Q9Y4K3,Q6P0Q8,,,HPRD
,False,,False,P62879,P59768,,,ACSN
,False,,False,P17612,P04004,,,MIMP;PhosphoPoint
,False,,False,Q05397,P16581,,,HPRD;InnateDB
,False,,False,P63000,Q8IYU2,,,BioGRID
,False,,False,P11717,P07339,,,HPRD
,False,,False,Q9H2X3,P32942,,,CellPhoneDB
,False,,False,P63000,O14559,,,IntAct
,False,,False,P07948,P60709,,,Adhesome;HPRD
,False,,False,O14936,P20336,,,PhosphoPoint
,False,,False,P12034,P22607,,,CellPhoneDB;InnateDB-All;Ramilowski2015;Wang
,False,,False,P06756,P49023,,,Wang
,False,,False,P17612,P27708,,,HPRD-phos;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_dir;PhosphoSite_noref
,False,,False,P07948,Q13480,,,IntAct
,False,,False,P18031,P56945,,,Adhesome;BioGRID;DOMINO;HPRD;InnateDB;IntAct
,False,,False,Q15139,P12931,,,Wang
,False,,False,P04792,Q8NE79,,,IntAct
,False,,False,P15531,Q13009,,,HPRD
,False,,False,P51817,P49841,,,Wang
,False,,False,Q13177,P42574,,,PhosphoPoint
,False,,False,O76093,P54753,,,Signor
,False,,False,P61586,O60725,,,HPRD
,False,,False,P43026,Q13705,,,Ramilowski2015
,False,,False,P49767,P29323,,,Signor
,False,,False,P30533,Q07954,,,KEGG
,False,,False,P60953,P56945,,,Wang
,False,,False,P18206,P56945,,,ACSN;Wang
,False,,False,P62979,P0CG48,,,Wang
,False,,False,Q9NSA1,Q04912,,,Signor
,False,,False,P06241,Q9ULH1,,,DOMINO;IntAct
,False,,False,O15162,Q9UBR2,,,IntAct
,False,,False,P11362,P27986,,,ACSN;PhosphoPoint
,False,,False,Q86VP6,P37198,,,DIP;IntAct
,False,,False,P46108,P00533,,,Wang
,False,,False,Q13153,P36897,,,BioGRID;HPRD
,False,,False,Q13635,Q99835,,,BioGRID;CancerCellMap;HPMR;HPRD;IntAct
,False,,False,O60260,P49407,,,BioGRID
,False,,False,P49765,O15146,,,Signor
,False,,False,P04899,Q08828,,,Signor;Wang
,False,,False,P06213,Q13017,,,MIMP;PhosphoSite;PhosphoSite_dir
,False,,False,Q13114,O00206,,,InnateDB
,False,,False,P25098,P51681,,,Wang
,False,,False,P07948,P29350,,,Signor
,False,,False,P02751,P98095,,,HPRD
,False,,False,Q95604,P43628,,,Wang
,False,,False,P63027,Q16623,,,Wang
,False,,False,P42574,P35222,,,Wang
,False,,False,Q6DN90,Q12959,,,IntAct
,False,,False,Q13555,P55042,,,MIMP;PhosphoPoint
,False,,False,P78536,P08887,,,SignaLink3
,False,,False,P55075,P21860,,,Signor
,False,,False,P01730,P48061,,,HPRD
,False,,False,P01135,Q86UL8,,,DOMINO;HPRD;IntAct
,False,,False,O75077,P08648,,,Ramilowski2015
,False,,False,P27361,P29590,,,MIMP;PhosphoSite_dir;PhosphoSite_noref
,False,,False,O15123,P21860,,,Signor
,False,,False,O94907,P27487,,,IntAct
,False,,False,P13688,P31997,,,CellPhoneDB
,False,,False,P42345,Q8TAI7,,,HPRD;InnateDB;IntAct
,False,,False,O95185,P43146,,,CellPhoneDB
,False,,False,Q08828,Q08462,,,HPRD
,False,,False,P18075,O00238,,,Ramilowski2015
,False,,False,P08069,P49407,,,Wang
,False,,False,P00441,Q9NV58,,,BioGRID;HPRD
,False,,False,P10767,P36888,,,Signor
,False,,False,P43405,P52735,,,Adhesome;Wang
,False,,False,Q9BX84,Q7Z406,,,IntAct
,False,,False,P49795,P50148,,,ACSN
,False,,False,O43320,P08069,,,Signor;Wang
,False,,False,P46934,P62979,,,DIP
,False,,False,P49841,P30279,,,Signor;Wang
,False,,False,P12931,P07355,,,MIMP;PhosphoPoint;dbPTM;phosphoELM
,False,,False,P17931,P16144,,,InnateDB
,False,,False,Q13153,P36897,,,PhosphoPoint
,False,,False,Q8N307,P08581,,,Wang
,False,,False,P10747,P48736,,,Signor;Wang
,False,,False,P14373,Q13131,,,IntAct
,False,,False,P68104,Q92499,,,BioGRID
,False,,False,P07602,P04062,,,HPRD
,False,,False,Q16620,P0CG47,,,HPRD
,False,,False,O14944,Q06418,,,Signor
,False,,False,Q05513,P63000,,,SignaLink3
,False,,False,P00519,Q14511,,,Adhesome;BioGRID;HPRD
,False,,False,Q96EY1,P38646,,,BioGRID
,False,,False,P01135,P35916,,,Signor
,False,,False,P12814,O95425,,,HPRD
,False,,False,O14920,P07900,,,PhosphoPoint
,False,,False,P37173,Q8IX30,,,IntAct
,False,,False,Q9Y4K3,Q9UDY8,,,Signor
,False,,False,Q9NP95,P54760,,,Signor
,False,,False,Q14773,P05107,,,Ramilowski2015
,False,,False,P56704,O75197,,,SignaLink3;Signor
,False,,False,P13501,P48061,,,Wang
,False,,False,P22681,Q9H6Q3,,,BioGRID;HPRD
,False,,False,P42338,P27986,,,ACSN;SignaLink3;Wang
,False,,False,Q15811,O43150,,,IntAct
,False,,False,P01138,Q99523,,,HPMR;Ramilowski2015;Wang
,False,,False,Q5JWF2,P62873,,,BioGRID
,False,,False,P06493,P50897,,,BioGRID
,False,,False,P23443,P27708,,,Signor
,False,,False,P05106,P17252,,,Wang
,False,,False,P17643,P40126,,,CellPhoneDB
,False,,False,P08238,P07333,,,IntAct
,False,,False,Q07812,P12956,,,BioGRID;IntAct
,False,,False,O14672,O00548,,,Wang
,False,,False,P63000,Q13393,,,Adhesome;HPRD
,False,,False,O14786,P51805,,,CellPhoneDB
,False,,False,Q9UQM7,P16070,,,MIMP;PhosphoSite;PhosphoSite_dir;Wang
,False,,False,P42345,P24522,,,BioGRID
,False,,False,Q9BQ51,Q15116,,,CellPhoneDB
,False,,False,P05771,P14598,,,KEGG;Signor;Wang
,False,,False,P19525,Q9Y285,,,InnateDB
,False,,False,P23560,P35968,,,Signor
,False,,True,P22466,O43603,,,CellPhoneDB;Guide2Pharma;Guide2Pharma_CP;HPMR;Ramilowski2015
,False,,False,P60953,Q05513,,,Wang
,False,,False,P12931,P17706,,,PhosphoPoint
,False,,False,P06493,P27361,,,PhosphoSite;PhosphoSite_dir
,False,,False,P07900,P13569,,,BioGRID
,False,,False,P52798,P04629,,,Signor
,False,,False,P43405,P26038,,,Wang
,False,,False,Q9Y4G8,Q12840,,,IntAct
,False,,False,Q13153,Q7L0Q8,,,Adhesome;HPRD;IntAct
,False,,False,Q14344,Q92888,,,CA1;Signor;Wang
,False,,False,Q969K3,Q92624,,,IntAct
,False,,False,Q13261,P31785,,,HPMR;HPRD
,False,,False,O75489,O43676,,,ACSN
,False,,False,P39905,P07949,,,Signor
,False,,False,P36894,Q9Y265,,,PhosphoNetworks
,False,,False,Q9ULV1,P78352,,,HPRD
,False,,False,P12931,P34741,,,Wang
,False,,False,P14416,P48751,,,IntAct
,False,,False,Q96CG8,Q13467,,,Ramilowski2015
,False,,False,P12931,P06396,,,Signor
,False,,False,P04085,P07333,,,Signor
,False,,False,P11362,Q8WU20,,,ACSN;PhosphoPoint
,False,,False,O94776,O60341,,,BioGRID
,False,,False,P46109,Q07889,,,Wang
,False,,False,Q15831,P49862,,,IntAct
,False,,False,P07437,P43403,,,HPRD
,False,,False,Q2MKA7,Q9ULT6,,,KEGG;Signor
,False,,False,O15123,P08581,,,Signor
,False,,False,P62873,Q00722,,,Signor;Wang
,False,,False,Q9BXM7,P0CG48,,,Signor
,False,,False,P62993,O94856,,,IntAct
,False,,False,Q8IZP0,P46109,,,Adhesome;IntAct
,False,,False,P19525,O14920,,,PhosphoPoint
,False,,False,P11274,Q12959,,,HPRD
,False,,False,Q06418,P07947,,,PhosphoPoint
,False,,False,Q14344,P24530,,,HPRD
,False,,False,P20815,Q8NBN7,,,IntAct
,False,,False,P46108,P17948,,,HPRD;IntAct
,False,,False,Q13002,Q16099,,,HPRD
,False,,False,P04085,P21860,,,Signor
,False,,False,P43405,P40763,,,PhosphoPoint
,False,,False,P09603,Q9UM73,,,Signor
,False,,False,O60674,P10912,,,Wang
,False,,False,O43320,Q02763,,,Signor
,False,,False,O00410,P62829,,,HPRD
,False,,False,Q03135,P22001,,,BioGRID
,False,,False,Q9HC29,P45983,,,Macrophage
,False,,False,Q9UM47,Q07954,,,IntAct
,False,,False,P12931,Q06187,,,Signor
,False,,False,P07948,P16410,,,HPRD
,False,,False,O43921,P54760,,,Signor
,False,,False,Q05655,P46531,,,BioGRID
,False,,False,Q9BX66,P22681,,,Wang
,False,,False,P11309,Q16827,,,HPRD
,False,,False,P22694,Q92934,,,ACSN
,False,,False,O15357,P68363,,,Adhesome
,False,,False,P21246,P36542,,,HPRD;IntAct
,False,,False,P05129,Q15080,,,MIMP
,False,,False,P51817,Q92934,,,MIMP
,False,,False,Q13444,P05106,,,Wang
,False,,False,P35226,P07237,,,InnateDB
,False,,False,Q71U36,P68363,,,BioGRID
,False,,False,P15976,P42574,,,HPRD;IntAct
,False,,False,P51452,O14936,,,IntAct
,False,,False,P02462,P56199,,,Wang
,False,,False,Q02297,Q15303,,,HPRD
,False,,False,Q06418,Q05655,,,Wang
,False,,False,P18031,O15357,,,Adhesome
,False,,False,P63244,O14920,,,InnateDB
,False,,False,P12931,P03891,,,PhosphoPoint
,False,,False,P31751,O60331,,,PhosphoSite;PhosphoSite_dir
,False,,False,Q9Y4K3,P08138,,,BioGRID;HPRD;InnateDB
,False,,False,P49841,P07900,,,BioGRID
,False,,False,Q9UQM7,P00533,,,Wang
,False,,False,Q96QT4,Q00722,,,BioGRID;HPRD
,False,,False,P27986,P01112,,,BioGRID;HPRD;IntAct
,False,,False,P26010,Q9Y490,,,Wang
,False,,False,P41220,Q96SB3,,,HPRD
,False,,False,O43242,P17980,,,Wang
,False,,False,P42701,O60674,,,SignaLink3;Wang
,False,,False,P61769,P29016,,,CellPhoneDB;HPRD;IntAct
,False,,False,O43914,Q496F6,,,CellPhoneDB;HPRD
,False,,False,P05181,P50440,,,IntAct
,False,,False,O15169,P49407,,,ACSN
,False,,False,Q14574,Q9Y446,,,BioGRID;HPRD
,False,,False,Q14116,Q9HB29,,,HPRD
,False,,False,O43320,P54762,,,Signor
,False,,False,P05231,P13725,,,DIP
,False,,False,Q04771,Q16671,,,CellPhoneDB
,False,,False,P35968,O14786,,,PhosphoPoint
,False,,False,Q14680,P02686,,,PhosphoPoint
,False,,False,P09429,O00206,,,Signor
,False,,False,P31371,P22455,,,HPRD
,False,,False,P07288,P01011,,,HPRD;IntAct
,False,,False,P12931,O14939,,,BioGRID
,False,,False,P02452,P05556,,,ACSN;Ramilowski2015;Wang
,False,,False,P19174,P43405,,,Adhesome;DIP;HPRD;InnateDB;IntAct
,False,,False,Q16832,P02461,,,PhosphoPoint
,False,,False,P19235,P32927,,,HPRD
,False,,False,P11487,Q01974,,,Signor
,False,,False,P60033,P26038,,,BioGRID
,False,,False,P08246,P10606,,,InnateDB
,False,,False,P00533,O14544,,,BioGRID;IntAct
,False,,False,P41180,P40337,,,BioGRID
,False,,False,P20827,Q9UF33,,,Signor;Wang
,False,,False,P35968,P17301,,,IntAct;MatrixDB
,False,,False,P06241,P09326,,,HPRD
,False,,False,P01308,P09619,,,Signor;Wang
,False,,False,P17693,P26715,,,Ramilowski2015
,False,,False,P05129,P08913,,,MIMP
,False,,False,O00401,P46108,,,IntAct
,False,,False,O60500,Q96B97,,,BioGRID
,False,,False,P10767,P21802,,,SignaLink3;Signor
,False,,False,P60174,P30411,,,IntAct
,False,,False,O60674,P16471,,,PhosphoPoint;Wang
,False,,False,Q13177,P15056,,,IntAct
,False,,False,P10767,P08922,,,Signor
,False,,False,P26196,Q8IZD4,,,BioGRID
,False,,False,P31944,P35030,,,IntAct
,False,,False,Q9Y2R2,P22681,,,Wang
,False,,False,P12931,P18433,,,HPRD-phos;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_dir
,False,,False,P63000,A7KAX9,,,Adhesome;BioGRID
,False,,False,Q9UQF2,P80370,,,CA1;Wang
,False,,False,Q08379,Q9BVG8,,,IntAct
,False,,False,P00533,P21860,,,SignaLink3;Signor;Wang
,False,,False,Q9Y446,Q02413,,,ACSN
,False,,False,O75326,P05556,,,Ramilowski2015
,False,,False,P25391,P08865,,,Wang
,False,,False,P0DP24,Q08828,,,CA1;Wang
,False,,False,P40337,P07355,,,IntAct
,False,,False,P00533,P35240,,,BioGRID
,False,,False,P46109,P16234,,,BioGRID;HPRD;IntAct
,False,,False,Q15303,P23471,,,BioGRID
,False,,False,P06733,P13929,,,ACSN
,False,,False,O43924,Q9NP72,,,HPRD;IntAct
,False,,False,P08648,P17706,,,Adhesome;Wang
,False,,False,P16144,P42338,,,Wang
,False,,False,P32246,O60507,,,HPRD
,False,,False,P06239,Q96LC7,,,Signor
,False,,False,P12034,Q16832,,,Signor
,False,,False,P04626,P41240,,,IntAct
,False,,False,P43403,P22681,,,Li2012;PhosphoPoint;SignaLink3;Wang
,False,,False,P35221,Q12959,,,HPRD
,False,,False,O14944,P09619,,,Signor
,False,,False,P40939,P04233,,,IntAct
,False,,False,P07384,P49810,,,BioGRID;HPRD
,False,,False,P15260,P38484,,,CellPhoneDB;HPMR;HPRD;InnateDB;Macrophage
,False,,False,Q7Z7A4,P17612,,,Wang
,False,,False,P17252,Q05209,,,Adhesome;Wang
,False,,False,Q9H8Y5,P00918,,,HPRD;IntAct
,False,,False,P46108,P60709,,,Adhesome
,False,,False,P29317,P29353,,,Signor;Wang
,False,,False,Q9NRA1,P29376,,,Signor
,False,,False,Q16620,P08138,,,HPRD
,False,,False,P51817,O43541,,,MIMP;PhosphoSite;PhosphoSite_dir;dbPTM
,False,,False,Q8NER5,P09529,,,PhosphoPoint
,False,,False,P48729,P36897,,,PhosphoPoint
,False,,False,P00533,P04626,,,SignaLink3;Signor
,False,,False,P09603,P29323,,,Signor
,False,,False,O95999,Q05513,,,IntAct
,False,,False,P06850,P34998,,,KEGG;Signor;Wang
,False,,False,O95750,P09619,,,Signor;Wang
,False,,False,Q13162,P00395,,,IntAct
,False,,False,P08238,Q9Y572,,,IntAct
,False,,False,P12931,Q13873,,,InnateDB
,False,,False,P43405,P52566,,,PhosphoSite_dir;PhosphoSite_noref
,False,,False,O75460,Q16611,,,HPRD
,False,,False,P32246,O00391,,,IntAct
,False,,False,P34130,Q00994,,,Ramilowski2015
,False,,False,P06733,Q6YN16,,,IntAct
,False,,False,P05067,O75521,,,InnateDB
,False,,False,Q14247,P43405,,,Adhesome;BioGRID;HPRD;InnateDB;IntAct
,False,,False,Q14573,Q9HBA0,,,TRIP
,False,,False,P31751,P03372,,,Signor
,False,,False,P16615,Q9Y6R1,,,IntAct
,False,,False,P27361,P04626,,,PhosphoSite;PhosphoSite_dir
,False,,False,P48729,P20309,,,HPRD
,False,,False,P01241,P28300,,,MatrixDB
,False,,False,P08238,Q13618,,,IntAct
,False,,False,P37173,P09486,,,InnateDB;MatrixDB
,False,,False,P02751,P08648,,,ACSN;HPMR;Ramilowski2015
,False,,False,P05067,Q07954,,,HPRD
,False,,False,O60674,P41597,,,MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite;PhosphoSite_dir;phosphoELM
,False,,False,O95750,P08069,,,Signor;Wang
,False,,False,P60484,O14745,,,BioGRID;DOMINO;HPRD;IntAct
,False,,False,P20849,P21941,,,IntAct
,False,,False,P12931,O15162,,,CancerCellMap;Li2012;MIMP;phosphoELM
,False,,False,P29322,P52798,,,PhosphoPoint
,False,,False,O43318,P04350,,,PhosphoPoint
,False,,False,P05129,Q15139,,,MIMP
,False,,False,P68104,P33527,,,BioGRID
,False,,False,Q13464,O60331,,,Adhesome
,False,,False,P11802,Q9UMR2,,,Wang
,False,,False,P25445,P29350,,,Wang
,False,,False,Q8TD07,P26718,,,Ramilowski2015
,False,,False,Q8WXG9,Q9HBM0,,,SPIKE
,False,,False,P05129,P07355,,,MIMP
,False,,False,P05067,P46089,,,IntAct
,False,,False,P52566,P63000,,,ACSN
,False,,False,P01137,Q9NS15,,,HPRD
,False,,False,Q13153,P58012,,,HPRD
,False,,False,P63000,P04839,,,ACSN
,False,,False,P34741,P12931,,,Wang
,False,,False,Q00535,P10636,,,BioGRID;HPRD;IntAct
,False,,False,Q13480,P07949,,,Wang
,False,,False,P07900,P09769,,,BioGRID;DIP
,False,,False,Q12913,Q16625,,,DEPOD
,False,,False,P04075,P07437,,,HPRD
,False,,False,P02766,P02753,,,HPRD;IntAct
,False,,False,P17252,P18206,,,HPRD-phos;MIMP;PhosphoNetworks;PhosphoPoint;phosphoELM
,False,,False,P56199,P17706,,,Wang
,False,,False,Q13554,P35222,,,Signor
,False,,False,P16333,P07766,,,Wang
,False,,False,P52803,P09619,,,Signor
,False,,False,O95999,O43318,,,SignaLink3
,False,,False,P24821,COMPLEX:P05556-P53708,,,Signor
,False,,False,P17980,P24522,,,IntAct
,False,,False,P04626,Q13671,,,PhosphoPoint
,False,,False,P56945,P62993,,,Adhesome;BioGRID;HPRD
,False,,False,P19235,Q12913,,,IntAct
,False,,False,P08254,Q99075,,,Signor
,False,,False,P21860,P01891,,,BioGRID
,False,,False,Q13467,O75581,,,ACSN
,False,,False,Q92859,O95631,,,HPRD;IntAct
,False,,False,P13987,P06729,,,Wang
,False,,False,P00533,O60884,,,BioGRID
,False,,False,Q9NPH3,P01584,,,SignaLink3
,False,,False,O95398,P61224,,,Wang
,False,,False,P01215,P22888,,,KEGG;Wang
,False,,False,Q7Z6Z7,P04792,,,BioGRID;IntAct
,False,,False,P12931,P20936,,,Adhesome;SignaLink3;Wang
,False,,False,P06239,P03372,,,Signor;Wang
,False,,False,Q13480,O75791,,,BioGRID;HPRD;IntAct
,False,,False,Q9GZP0,Q15303,,,Signor
,False,,False,P08253,P12111,,,HPRD
,False,,False,Q92542,P49768,,,Wang
,False,,False,P06127,P40259,,,HPRD
,False,,False,P80098,P51681,,,Wang
,False,,False,Q8N8S7,Q15942,,,Wang
,False,,False,P60484,Q9H0M0,,,BioGRID
,False,,False,P49765,P35590,,,Signor
,False,,False,Q9Y4G8,P01112,,,Wang
,False,,False,Q13464,P35568,,,PhosphoPoint
,False,,False,Q92583,Q6UXB2,,,IntAct
,False,,False,P10144,Q05397,,,HPRD
,False,,False,Q14289,Q16827,,,BioGRID
,False,,False,Q14790,Q13158,,,Macrophage;SignaLink3;Wang
,False,,False,P07948,P25063,,,PhosphoPoint
,False,,False,P31946,P55040,,,HPRD;IntAct
,False,,False,P17655,Q9HBL0,,,Adhesome;HPRD;IntAct
,False,,False,P12034,P08922,,,Signor
,False,,False,P04156,Q92913,,,IntAct
,False,,True,P05305,P25101,,,Guide2Pharma;HPMR;Kirouac2010;Ramilowski2015;Wang
,False,,False,P63000,P12931,,,Wang
,False,,False,P29322,P06241,,,PhosphoPoint;Wang
,False,,False,Q00535,P42858,,,Signor;Wang
,False,,False,O75970,Q9Y624,,,HPRD
,False,,False,P09486,P98160,,,HPRD
,False,,False,P23634,Q12959,,,HPRD
,False,,False,P25942,P13010,,,HPRD
,False,,False,Q9UM73,P31939,,,MIMP;PhosphoSite_dir;PhosphoSite_noref
,False,,False,P29350,P40189,,,Wang
,False,,False,O43320,P17948,,,Signor
,False,,False,P24588,Q12959,,,BioGRID;HPRD
,False,,False,Q15831,P54619,,,ACSN
,False,,False,P63000,Q6P589,,,DIP;IntAct
,False,,False,Q9NZ42,Q92542,,,BioGRID;HPRD;IntAct
,False,,False,Q04771,P18075,,,BioGRID;HPRD
,False,,False,P40763,P32119,,,IntAct
,False,,False,P48729,P40337,,,MIMP;PhosphoSite;PhosphoSite_dir
,False,,False,P22004,P36894,,,Ramilowski2015;Wang
,False,,False,P12931,Q12913,,,PhosphoSite;PhosphoSite_dir;PhosphoSite_noref
,False,,False,P17252,P28329,,,Signor
,False,,False,Q15831,Q9P0L2,,,HPRD-phos;MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite_dir;PhosphoSite_noref;dbPTM;phosphoELM
,False,,False,P06493,Q8IZD2,,,MIMP;PhosphoSite;PhosphoSite_dir
,False,,False,P50570,P06493,,,HPRD
,False,,False,Q14790,P10144,,,InnateDB
,False,,False,Q9UHA4,Q9H324,,,IntAct
,False,,False,Q86TM6,Q9Y679,,,BioGRID
,False,,False,Q9Y4K3,P07355,,,IntAct
,False,,False,P00533,P36542,,,PhosphoPoint
,False,,False,P12931,O60711,,,Adhesome
,False,,False,P17252,P62993,,,ACSN
,False,,False,P06400,P00519,,,Signor
,False,,False,P06213,Q06124,,,Li2012;PhosphoPoint;Wang
,False,,False,P35070,P21860,,,CellPhoneDB;Ramilowski2015
,False,,False,P56945,O75815,,,Adhesome;BioGRID;DIP;IntAct
,False,,False,P51168,P51170,,,HPRD
,False,,False,O60258,P29376,,,Signor
,False,,False,P61586,Q9UNA1,,,Adhesome
